Id,SalePrice
1461,135467.19954301923
1462,155879.99686201895
1463,151150.35965930452
1464,179778.56984261543
1465,236814.77752697017
1466,177538.21770618897
1467,152815.05126304383
1468,174957.34488719315
1469,216682.85823758176
1470,133527.556594708
1471,215940.86238439492
1472,114518.15974948763
1473,114326.48171418012
1474,178665.9959095053
1475,162456.74602231185
1476,353780.0877961757
1477,264144.2275688859
1478,307342.69703857135
1479,298322.7806362406
1480,404151.79039711773
1481,318250.9038945662
1482,233352.6530958115
1483,169487.79391508986
1484,185557.7802420965
1485,167478.99230607375
1486,205663.70582584583
1487,334444.18727213005
1488,267772.3187691623
1489,194593.3584086642
1490,182026.85900077998
1491,195821.3665034815
1492,127128.41194364447
1493,176304.132079577
1494,290803.4960123469
1495,289958.33357058314
1496,222700.97788765215
1497,202213.87929020688
1498,172702.50977394043
1499,172702.50977394043
1500,137443.28512066108
1501,180502.51879047163
1502,169958.06551963327
1503,271409.3640904234
1504,249127.14747749854
1505,224018.944785392
1506,186861.10971994378
1507,205342.70432004455
1508,189611.1776033596
1509,176529.85745785004
1510,149404.3306272012
1511,147911.6507592938
1512,163542.9139572931
1513,177249.95655864954
1514,150754.39196945698
1515,169581.6188028907
1516,175960.4888640199
1517,141220.00002983736
1518,160803.27407914208
1519,224018.944785392
1520,139415.22100302912
1521,140829.5440019021
1522,177222.35114510442
1523,119839.37699844922
1524,132154.6705392185
1525,134430.3424013353
1526,134170.94680702005
1527,100779.5238070566
1528,126530.11438962001
1529,145756.3771137734
1530,176291.564451042
1531,132151.68503070253
1532,131534.94247615774
1533,161496.55174139797
1534,126636.87686854549
1535,145139.345799398
1536,135576.53866237166
1537,98185.70129536562
1538,204422.79023619383
1539,270942.644573352
1540,149199.57027141133
1541,178087.9000180912
1542,142242.3590957242
1543,254121.77987026607
1544,97487.9942106827
1545,116603.28771565936
1546,131821.789015503
1547,136418.0652598018
1548,145838.97489904787
1549,119523.97587026995
1550,149536.48287370914
1551,139880.53976103853
1552,146265.22108090625
1553,150423.60435281342
1554,120215.36379508949
1555,152307.2238776003
1556,117634.2835030499
1557,149714.9414913233
1558,113857.74157222017
1559,130325.16890751864
1560,146204.92713934043
1561,147262.68250136482
1562,132983.50690922653
1563,131103.38811148182
1564,163779.7375320024
1565,146545.7279487035
1566,223849.88747134182
1567,93377.4337929112
1568,196160.23226850104
1569,139164.33415587115
1570,122903.91398930475
1571,131908.83915248877
1572,139796.11705504826
1573,223439.0846223485
1574,151575.71478796954
1575,221062.52797214448
1576,186719.91461574868
1577,196368.21440923837
1578,176151.76305576414
1579,139008.28134996284
1580,196797.7641527971
1581,138134.6941176022
1582,138387.98192276977
1583,317441.41524735827
1584,261780.28070986114
1585,142448.52853591868
1586,82014.35749205452
1587,113536.39097990091
1588,141754.91743953305
1589,105451.25012309941
1590,139207.16181259791
1591,128721.90735067491
1592,145674.95976758422
1593,141099.80604485146
1594,136945.40699029656
1595,136280.7394719553
1596,258698.33976805658
1597,161178.42903979679
1598,185968.21270116756
1599,225046.795108646
1600,230280.573294448
1601,79192.00077488186
1602,122495.68907924667
